Base_period_dates, Base_period_tmin, Base_period_tmax, Base_period_prec
NA, 16.5, 22.4, 0.8
NA, 15.9, 25.8, 1.6
NA, 15.7, 17.2, 1.2
NA, 12.2, 18.2, 1.6
NA, 10.9, 19.7, 0
NA, 10.8, 21.6, 0
NA, 16.2, 23.1, 0
NA, 11.2, 19.1, 13.4
NA, 12.4, 19.1, 9.8
NA, 13.5, 18.7, 14
NA, 13.2, 19.6, 7.6
NA, 13.2, 20.6, 2.2
NA, 13.1, 21, 5
NA, 15.2, 24.6, 0
NA, 15.8, 21.2, 0
NA, 15.1, 21, 0
NA, 14.7, 23, 0
NA, 18.1, 22.8, 0
NA, 15.6, 23.2, 0
NA, 18.6, 25.7, 0
NA, 19.4, 24.6, 0
NA, 20.2, 27.7, 2.8
NA, 19.2, 24.8, 2.8
NA, 15.7, 25.8, 6
NA, 16.4, 25.1, 0
NA, 16.6, 24.6, 0
NA, 18, 22, 0
NA, 17, 22.8, 1
NA, 17.1, 24.8, 0.4
NA, 19.3, 25.7, 0
NA, 17.4, 23.5, 14.4
NA, 18.3, 28.7, 0
NA, 14.4, 20.4, 0
NA, 13.3, 20.2, 2.2
NA, 12.2, 22.7, 0
NA, 17.4, 22.2, 0
NA, 11.7, 19.6, 0
NA, 12.2, 21.6, 0.4
NA, 12, 22.3, 0
NA, 17.2, 22, 0
NA, 17.6, 23.8, 24.4
NA, 16, 24.5, 2
NA, 15.4, 23.2, 3.4
NA, 16.2, 24.2, 0
NA, 17.1, 23.5, 0
NA, 16.8, 21, 1.4
NA, 16.4, 21.2, 3
NA, 15.6, 22.2, 0
NA, 18.6, 22, 5
NA, 16.4, 25.8, 45.8
NA, 18.9, 26.9, 0
NA, 20.8, 30.4, 3
NA, 20.6, 31.9, 0
NA, 21.2, 32.6, 0.8
NA, 19.4, 24.6, 0.8
NA, 17.7, 26.4, 0.8
NA, 18.3, 28.9, 3.4
NA, 18, 25.6, 0
NA, 19.8, 25.5, 0.4
NA, 18.7, 25.8, 0
NA, 20.4, 27.1, 0
NA, 19.5, 26.5, 6.2
NA, 18, 28.7, 0
NA, 17.5, 31.8, 0
NA, 23.2, 39, 0
NA, 20, 36.4, 0
NA, 22.4, 28.8, 0
NA, 18.2, 26, 0
NA, 13.7, 23.6, 10.8
NA, 15.8, 23.9, 0
NA, 19.4, 30.6, 0
NA, 19.2, 25, 0
NA, 18, 24.1, 19.6
NA, 17.8, 26.4, 0.6
NA, 19.1, 26.9, 0
NA, 21.3, 34, 0
NA, 19.7, 24.2, 0
NA, 18.2, 31.6, 0
NA, 18.7, 23.7, 0
NA, 19.8, 27.5, 0.6
NA, 18.9, 25.2, 10.8
NA, 19.3, 22.7, 0
NA, 15.8, 25.2, 0.6
NA, 16.8, 28.2, 0
NA, 17.6, 27, 0
NA, 16.3, 26.9, 0
NA, 17.3, 31.4, 0
NA, 18.3, 34, 0
NA, 20.6, 24.9, 0
NA, 20, 25.5, 0
NA, 22.2, 28.1, 0
NA, 21, 25.4, 44.8
NA, 16.4, 18.8, 34.4
NA, 14, 22.2, 54.4
NA, 13.8, 30, 8.6
NA, 18, 24.7, 0
NA, 21, 25.9, 0
NA, 21.5, 25.3, 0
NA, 16.7, 22.7, 24.8
NA, 16.9, 23.4, 17.8
NA, 16.2, 25.2, 2.4
NA, 18.5, 23.8, 0
NA, 19.2, 26.2, 0.4
NA, 21.7, 25.5, 0
NA, 21.1, 25.5, 0
NA, 18.8, 28.7, 0
NA, 20.1, 24.5, 3.2
NA, 19.9, 25, 0
NA, 20.6, 38.7, 0
NA, 20.2, 22.1, 0
NA, 19.2, 26.9, 1
NA, 19.8, 28.1, 1.8
NA, 20.6, 25.9, 3
NA, 19.9, 26, 1.6
NA, 18.9, 27.7, 1.4
NA, 21.5, 39.7, 0
NA, 21.1, 22.8, 0
NA, 20.3, 24, 1
NA, 20.9, 24, 3.2
NA, 18.8, 25.5, 11.8
NA, 17.8, 25.5, 0
NA, 17.5, 24.9, 0.2
NA, 19, 24.9, 0
NA, 17.4, 26.9, 0
NA, 20.3, 27, 0
NA, 17.8, 27.3, 1.6
NA, 17.3, 27.5, 0
NA, 19.3, 27, 0
NA, 20.7, 26.8, 0.4
NA, 17.6, 21.7, 48.2
NA, 16.5, 21.6, 10.2
NA, 16.9, 22.5, 3.2
NA, 17.2, 24, 2.4
NA, 19, 24.4, 0
NA, 18.2, 24.7, 0
NA, 17.8, 26.3, 0
NA, 20.3, 24.7, 0
NA, 20.3, 23, 1
NA, 19.1, 27, 0
NA, 20.7, 26.7, 0
NA, 19.7, 27.4, 0
NA, 19.2, 28.3, 0
NA, 19, 20.6, 0
NA, 15.2, 22.8, 3.8
NA, 14, 21.3, 5.4
NA, 12.7, 20.8, 0
NA, 13.5, 22.3, 0
NA, 14.1, 23.9, 0
NA, 14.7, 23.8, 0
NA, 16.6, 29.9, 0
NA, 17.7, 25, 0
NA, 19.9, 25, 0
NA, 19.7, 25.7, 0
NA, 20, 27, 0
NA, 20.9, 26.8, 0
NA, 19.3, 26, 0
NA, 19.1, 26.5, 0
NA, 18.4, 26.2, 0
NA, 18.4, 26, 0
NA, 17.9, 26.1, 0
NA, 19, 33.2, 0
NA, 21.6, 35.4, 0
NA, 21, 22.8, 0
NA, 20.6, 24.2, 0
NA, 18, 24.4, 0.6
NA, 18.7, 22.9, 4.2
NA, 18.7, 24, 2.6
NA, 18.5, 28.1, 0
NA, 18.3, 30.2, 0
NA, 18.8, 32.2, 0
NA, 24.3, 33.9, 0
NA, 15.9, 22, 0
NA, 15.8, 20.5, 1.6
NA, 14.8, 24, 0.8
NA, 18.4, 23.7, 0
NA, 16.3, 24.8, 0
NA, 16.2, 25.6, 0
NA, 19.9, 22.7, 0
NA, 15.2, 22.9, 4.8
NA, 16.4, 23.7, 0.8
NA, 14.8, 24.2, 0
NA, 16.3, 24.7, 0
NA, 18.9, 25.9, 0
NA, 14.2, 24.5, 4.2
NA, 13.4, 24.5, 0
NA, 13.3, 25, 0
NA, 13.2, 24.4, 0
NA, 12.5, 26, 0
NA, 12.4, 28.1, 0
NA, 12.2, 28.5, 0
NA, 15.2, 29.7, 0
NA, 17.8, 23, 0
NA, 10.5, 22.8, 0
NA, 12.3, 18.3, 0
NA, 13.8, 18.8, 44.6
NA, 14.8, 18.3, 58
NA, 10.9, 20.1, 1.8
NA, 11.6, 20.4, 0
NA, 14.1, 20.2, 16.2
NA, 12.2, 20.4, 0
NA, 14.5, 17.3, 1.6
NA, 14.2, 19.2, 10
NA, 13.8, 24.7, 2.4
NA, 15.9, 22, 0
NA, 13.2, 25, 0.6
NA, 13.3, 21, 0
NA, 11.9, 21.2, 0
NA, 12.9, 22, 3.4
NA, 13.6, 21.8, 0
NA, 13.4, 21.4, 0
NA, 14.6, 20.2, 0.2
NA, 13.1, 18.6, 8.8
NA, 14.3, 19.2, 0
NA, 14.9, 24.6, 4
NA, 12.2, 20.8, 0
NA, 12.7, 20.1, 0
NA, 10.8, 20.3, 0
NA, 10.8, 21.6, 0
NA, 11.5, 17.9, 0
NA, 13.8, 21.6, 0.4
NA, 10.9, 19.6, 0.8
NA, 10, 20.6, 0
NA, 9.8, 20.6, 0
NA, 10.5, 21, 0
NA, 9.8, 20.6, 0
NA, 9.2, 20.7, 0
NA, 9.4, 19.8, 0
NA, 9.5, 19.9, 0
NA, 10.7, 20.2, 0
NA, 9.4, 19.5, 0
NA, 8.7, 19.5, 0
NA, 9.3, 19.8, 0
NA, 9.5, 21.2, 0
NA, 10.1, 22.1, 0
NA, 11.2, 21.2, 0
NA, 9.4, 18.6, 0
NA, 8.8, 17.7, 0
NA, 9.7, 19.6, 0
NA, 9.7, 17, 0
NA, 10.5, 17.8, 0
NA, 11.4, 18.1, 4
NA, 13.4, 18.3, 4.6
NA, 11.2, 19, 3
NA, 11.1, 20.8, 0.2
NA, 12.6, 18.8, 0
NA, 8.8, 17.4, 0
NA, 8.9, 15, 0
NA, 4.8, 14.5, 0
NA, 5.5, 15.8, 0
NA, 7, 14.4, 0
NA, 5.5, 15.8, 0
NA, 5.7, 15.7, 0
NA, 6.2, 17.5, 0
NA, 6.4, 18, 0
NA, 9.3, 15.6, 0
NA, 7.8, 14.7, 0
NA, 5.5, 16.4, 0
NA, 7.4, 15.3, 0
NA, 9.2, 15.8, 0.2
NA, 12.1, 21.5, 10.8
NA, 14.3, 21.8, 0
NA, 10.3, 18.3, 1.4
NA, 8.5, 17, 0.4
NA, 5.8, 16.4, 0
NA, 7.2, 17.7, 0
NA, 6.9, 12.9, 0
NA, 8, 16.2, 0
NA, 6.7, 16.4, 0
NA, 6.7, 15.7, 0
NA, 7.1, 16.7, 0
NA, 7.2, 16.8, 0.2
NA, 7.2, 17.4, 0.2
NA, 8.5, 20.3, 4.4
NA, 14.4, 20.2, 6.2
NA, 11.3, 18.6, 0
NA, 8.3, 18.3, 0
NA, 8.7, 17.5, 0
NA, 9.2, 16.1, 2.2
NA, 9.1, 15.8, 0
NA, 10.6, 22.7, 0.2
NA, 15.4, 20.3, 0
NA, 14.3, 15.5, 0
NA, 3.2, 14.3, 0
NA, 3.1, 13.2, 0
NA, 4.4, 12.8, 1.2
NA, 6, 17.4, 0
NA, 6.4, 17.6, 0
NA, 6.2, 19.5, 0
NA, 8.4, 19.1, 0
NA, 5.4, 19.3, 0
NA, 6.5, 17.8, 0
NA, 8.4, 14, 3.6
NA, 11.3, 13.9, 88
NA, 10.4, 14.6, 327.6
NA, 10.7, 16.3, 32.8
NA, 11.4, 15.7, 4.4
NA, 8.7, 15.6, 1.4
NA, 7.6, 13.9, 4.4
NA, 6.1, 15.8, 0
NA, 7.1, 16.4, 0
NA, 8.9, 17.8, 0
NA, 9.9, 17.3, 0
NA, 12.1, 18.8, 4.6
NA, 11.8, 19.6, 0
NA, 10.7, 19.2, 0
NA, 9.1, 18.5, 0
NA, 7.8, 17.3, 0
NA, 7.2, 19.8, 0
NA, 8, 18.3, 0
NA, 9.2, 18.8, 0
NA, 8.6, 17.6, 0
NA, 11.2, 19.2, 3.4
NA, 11.7, 18.4, 0.4
NA, 10, 18.9, 0
NA, 10.3, 19.7, 0
NA, 10.7, 19, 0
NA, 10.8, 25.1, 0
NA, 14.9, 20.9, 0
NA, 7.8, 18.1, 0
NA, 9.7, 22.3, 0
NA, 12.9, 21, 0
NA, 10.3, 20.9, 0
NA, 10.2, 23.4, 0
NA, 15.4, 27.6, 0
NA, 17.6, 23.6, 0
NA, 10.6, 18.3, 0
NA, 10, 17.3, 0
NA, 10.8, 17.9, 0
NA, 9.3, 19.4, 0
NA, 10.3, 20.1, 0
NA, 12.2, 19.3, 3.6
NA, 14.2, 23.8, 4.8
NA, 13.8, 18.2, 0.8
NA, 10.8, 15.7, 6.2
NA, 10.5, 17, 0.6
NA, 12.5, 19.4, 2.4
NA, 13.4, 20.2, 1.2
NA, 13, 19.2, 0.2
NA, 8.8, 18.9, 0
NA, 9.4, 21.1, 0
NA, 13.7, 20.2, 0
NA, 13.4, 18.9, 0.2
NA, 13.5, 23.4, 0.2
NA, 17.1, 27.4, 0.2
NA, 14, 27.2, 0
NA, 15.6, 22.7, 0
NA, NA, NA, 0
NA, 15.7, 19.8, 3.4
NA, 16.5, 21.3, 6.4
NA, 17.7, 22.5, 2
NA, 15.5, 27.7, 0
NA, 20.5, 27.8, 0
NA, 11.8, 19.9, 6.6
NA, 12.3, 24.2, 0
NA, 15.2, 20.1, 0
NA, 15.2, 25.3, 0
NA, 12.5, 18.8, 0
NA, 14.8, 17.9, 1.2
NA, 13.3, 20.2, 25.8
NA, 10.9, 20.9, 0
NA, 11.3, 22.7, 0
NA, 12.1, 27.5, 0
NA, 17.5, 22.9, 1.4
NA, 11.1, 20.6, 0
NA, 11.3, 22.8, 0
NA, 12.2, 21.2, 0
NA, 15, 23.1, 0
NA, 16.9, 26.2, 0.8
NA, 12.2, 19.5, 0
NA, 11.2, 20.3, 0
NA, 13.2, 24.7, 0
NA, 12.8, 21.1, 0
NA, 14, 23.4, 0
NA, 13.2, 21.8, 0
NA, 12.9, 21.5, 0
NA, 14.1, 19.6, 0
NA, 13.1, 19.6, 16.4
NA, 12.2, 19.2, 2.2
NA, 12.7, 21.8, 0.2
NA, 15.2, 29.6, 0
NA, 14.5, 25.9, 0
NA, 13.2, 22.6, 0
NA, 14.1, 21.8, 0
NA, 15.4, 23.8, 0
NA, 16.7, 24.8, 0
NA, 17.2, 27.9, 0
NA, NA, NA, 0.6
NA, 16, 20.5, 8.2
NA, 16.6, 20.7, 2
NA, 14, 21.3, 0
NA, 15.6, 24, 0
NA, 15.7, 16.8, 13.8
NA, 15, 19.5, 15.2
NA, 15.2, 22.2, 49.6
NA, 16.6, 23.6, 0
NA, 17.6, 22.1, 0
NA, 17.8, 26, 4.2
NA, 18.4, 25.2, 9.2
NA, 10.7, 15.9, 15
NA, 9.1, 16.8, 16
NA, 12.5, 16.8, 2.4
NA, 12.7, 20, 0.2
NA, 12.5, 29.7, 0
NA, 16.9, 21.3, 0
NA, 16.6, 21.9, 0
NA, 16.2, 25.7, 0
NA, 15.5, 16.7, 1.4
NA, 13, 18.4, 5
NA, 11.3, 21, 0.6
NA, 12.6, 19.8, 0.4
NA, 14.3, 21.4, 0
NA, 15.2, 21.5, 1.8
NA, 15.3, 22.4, 0
NA, 14.7, 24.5, 0
NA, 18.3, 23.8, 0
NA, 19.7, 23.6, 0
NA, 19.1, 25.5, 0
NA, 14.8, 23.6, 1.8
NA, 14.4, 19.8, 0
NA, 15.5, 23.8, 0
NA, 16, 25.7, 0
NA, 16.9, 26.6, 0
NA, 16.8, 27.7, 0
NA, 18.4, 26.9, 0
NA, 16.3, 22.2, 1.6
NA, 18.4, 25.2, 0
NA, 19.1, 29.7, 1.9
NA, 16.9, 25.1, 0
NA, 17.6, 24.4, 0.8
NA, 17.2, 23.7, 0
NA, 16.6, 24.2, 0
NA, 17.8, 26.3, 0
NA, 17.6, 23.2, 0.2
NA, 18.4, 24.1, 0
NA, 18.5, 24, 0
NA, 18.4, 28.5, 0
NA, 18.7, 25.8, 0
NA, 18.7, 24.3, 0
NA, 19.1, 25.1, 0.4
NA, 21, 24.7, 0
NA, 19.2, 27.3, 0
NA, 19.4, 22.2, 25.8
NA, 19.4, 24.8, 0.8
NA, 20.1, 25.7, 0
NA, 20.1, 27.2, 0.8
NA, 19, 26, 30.6
NA, 20.2, 27, 0
NA, 20.3, 26.3, 0
NA, 20.7, 29.6, 0
NA, 17.8, 23, 0.2
NA, 19.7, 26.4, 0
NA, 19.8, 27.2, 0
NA, 21.4, 25.7, 0
NA, 21.3, 29.9, 0.6
NA, 21.9, 35.4, 0.2
NA, 20.1, 26.5, 0
NA, 21.8, 35.3, 0
NA, 22.2, 28, 0
NA, 20.6, 28.4, 0
NA, 20.3, 26.4, 0.2
NA, 19.3, 26.4, 0
NA, 20.1, 26.5, 0
NA, 17.3, 23.7, 0.2
NA, 16.8, 23, 0
NA, 18.4, 24.5, 0
NA, 17.2, 26.5, 0
NA, 21, 27.3, 0.2
NA, 22.7, 26.7, 0
NA, 19.4, 26.3, 5.8
NA, 19.7, 27.5, 2
NA, 20.6, 28.8, 0
NA, 21.8, 28.2, 0
NA, 21.8, 31.5, 0
NA, 21.9, 30.9, 0
NA, 25.3, 37, 0
NA, 21, 23.8, 0
NA, 18.7, 24.5, 5.2
NA, 20, 26.6, 0.6
NA, 20.3, 27.1, 0
NA, 20.7, 27.9, 0
NA, 21.4, 28.1, 0
NA, 21, 34.1, 0
NA, 19, 22.3, 8.4
NA, 18.5, 25.4, 0
NA, 21.2, 25.7, 0
NA, 20.4, 26.7, 0
NA, 21.3, 26.3, 0
NA, 19.6, 24.9, 2.4
NA, 18.2, 25.2, 4.4
NA, 19.4, 24.7, 0
NA, 17.4, 26.1, 0
NA, 18.9, 28.7, 0
NA, 18.7, 23.2, 3.6
NA, 18.2, 25.5, 2.4
NA, 19, 23.4, 0
NA, 20, 27.7, 0
NA, 19.8, 26.1, 0
NA, 19.1, 22.6, 0
NA, 16.5, 25.6, 0
NA, 17.6, 30.6, 0
NA, NA, NA, 18
NA, 15, 18.2, 34
NA, 15.6, 20, 27.2
NA, 17.4, 20.8, 13.2
NA, 17.4, 23.6, 11.2
NA, 17, 24.6, 0.4
NA, 18.3, 24.5, 0
NA, 15.7, 27.8, 0
NA, 13.2, 21.3, 0
NA, 15.2, 19.9, 0
NA, 14, 22.2, 0.8
NA, 15.3, 29.9, 0
NA, 17.7, 23.6, 0
NA, 18.1, 23.8, 32.4
NA, 17.7, 28.9, 0
NA, 17.6, 23.4, 0
NA, 16.9, 24.2, 0
NA, 16.3, 25.6, 0
NA, 19.2, 27.4, 0
NA, 18.4, 28.1, 12.4
NA, 16.5, 21, 0.4
NA, 15.3, 24, 0
NA, 17.6, 23.1, 0
NA, 17.6, 23.1, 0.4
NA, 16.9, 24.8, 2
NA, 16.9, 24.7, 0
NA, 17.5, 25.2, 0.4
NA, 17.2, 31.7, 2.4
NA, 19.7, 27.5, 3.2
NA, 14.8, 22.1, 0
NA, 13.7, 19.8, 0
NA, 12.9, 22.8, 0
NA, 13.8, 23, 0
NA, 15.2, 23.6, 0
NA, 16.6, 24.8, 0
NA, 16.4, 24.8, 0
NA, 17.2, 24.9, 0
NA, 18.3, 28.4, 0
NA, 17.7, 24.7, 0.2
NA, 14.6, 17.7, 2.6
NA, 12.6, 19.3, 6.8
NA, 12.4, 22.7, 2
NA, 13.6, 23.7, 0
NA, 14.6, 24.4, 0
NA, 15.5, 26.4, 0
NA, 18.9, 21.5, 0
NA, 17.4, 19.8, 8.8
NA, 17.3, 21, 19
NA, 14.7, 20.2, 0.4
NA, 15.2, 24.5, 7.2
NA, 15.4, 21.4, 0
NA, 10.7, 18.9, 0
NA, 11.3, 20, 0
NA, 14.2, 21.1, 0
NA, 13, 21, 0
NA, 12.5, 21.6, 0
NA, 13.3, 23.6, 0
NA, 14.4, 25.2, 0
NA, 15.7, 27.3, 0
NA, 19.4, 27.7, 0
NA, 13.7, 20.2, 0
NA, 15.7, 21.1, 6.4
NA, 14.4, 22.1, 0
NA, 16.6, 23.3, 11
NA, 11, 20.8, 0
NA, 11.5, 21.1, 0
NA, 13.8, 20.1, 0
NA, 14.4, 20.8, 2.6
NA, 16.1, 20.7, 0.8
NA, 14.1, 20.6, 16
NA, 14.7, 21.3, 2.8
NA, 15.4, 22.5, 0
NA, 16.2, 20.8, 0.4
NA, 16.4, 23.8, 0
NA, 18, 23.8, 0
NA, 13.2, 22.7, 3.2
NA, 12.3, 21, 0
NA, 11.1, 17.3, 0
NA, 12, 19.3, 2.4
NA, 10.3, 18.9, 0
NA, 11.3, 19, 0
NA, 12.4, 18.1, 9.2
NA, 12, 20.9, 0
NA, 9.8, 21.5, 0
NA, 12.1, 23, 0
NA, 14.3, 23.3, 0
NA, 15.2, 23.1, 0
NA, 11.6, 13, 0
NA, 7.1, 15.3, 0
NA, 5.6, 18.7, 0
NA, 8.6, 19.1, 0
NA, 9.3, 17.6, 0
NA, 8.8, 18.8, 0
NA, 8.4, 19.4, 0
NA, 8.4, 18.2, 0
NA, 7.2, 18.6, 0
NA, 9.4, 17, 0
NA, 12.4, 18, 8.2
NA, 13.6, 17.9, 22.8
NA, 13, 18, 3.8
NA, 12.3, 20.4, 0.2
NA, 11.2, 17.8, 0
NA, 10.4, 24.2, 0.2
NA, 11.2, 20, 0.2
NA, 10.7, 18.2, 1
NA, 7.4, 18.2, 0
NA, 8.3, 18.6, 0
NA, 10.4, 15.9, 8.6
NA, 11.5, 16.8, 23.8
NA, 11.7, 18.2, 7.4
NA, 10.7, 20.2, 0.2
NA, 11.7, 20, 0
NA, 13.5, 20.8, 0.6
NA, 13.2, 18.4, 5.2
NA, 11.2, 19.4, 0
NA, 10.3, 16.8, 0
NA, 8.3, 15.8, 0
NA, 8.7, 16.4, 0
NA, 8.4, 17.2, 0
NA, 9.5, 16.5, 0
NA, 7.4, 15.9, 0
NA, 7, 15.8, 0
NA, 7.1, 15.2, 0
NA, 8.3, 12.7, 5.4
NA, 9, 16.6, 38.6
NA, 6.7, 15.6, 0
NA, 7.8, 14.5, 15.8
NA, 9.5, 15.3, 8
NA, 9.9, 17.9, 7
NA, 8.7, 18.4, 0
NA, 7, 18.3, 0
NA, 6.5, 18.6, 0
NA, 8.6, 18, 0
NA, 7.8, 15.7, 0
NA, 5.4, 14.9, 0
NA, 4.9, 17, 0
NA, 6.6, 21.1, 0
NA, 11.8, 18, 0
NA, 12.2, 21.1, 0
NA, 10, 19.3, 0
NA, 8.2, 20, 0
NA, 7.7, 16.5, 1.6
NA, 5.4, 17.2, 0
NA, 7.1, 11.6, 0
NA, 8.2, 14.8, 18.8
NA, 8.7, 14.3, 8.8
NA, 9, 18.4, 4.4
NA, 7, 16.9, 0
NA, 6.4, 16.5, 0
NA, 8.8, 16.1, 1.6
NA, 8.5, 15.7, 0.6
NA, 9.3, 16.2, 0
NA, 11.2, 20.7, 0
NA, 8.1, 21, 0
NA, 10.4, 18.1, 2
NA, 10.5, 17.8, 6
NA, 8.3, 18.2, 1.6
NA, 6.7, 17.5, 0
NA, 7.3, 20.2, 0
NA, 9.3, 17, 0
NA, 8.4, 18.5, 0.8
NA, 10.5, 17.2, 0
NA, 10.7, 18.1, 2.2
NA, 13.4, 16.6, 23.4
NA, 11.7, 17.2, 0.2
NA, 11.7, 17.9, 6
NA, 12.3, 22.6, 3.2
NA, 14.3, 21.2, 0.6
NA, 11.1, 20.2, 0
NA, 12.9, 17.6, 0
NA, 14, 17, 31
NA, 13.5, 15.3, 49.2
NA, 12.2, 16.2, 13.2
NA, 8.9, 17.6, 0
NA, 9.7, 22.2, 0
NA, 11.5, 24.6, 0
NA, 12.9, 19.2, 0
NA, 10, 19.4, 0
NA, 11.2, 19.6, 0
NA, 11.4, 18.4, 0
NA, 12, 15.8, 29
NA, 13.8, 19, 18.8
NA, 12.7, 19.3, 5.4
NA, 13.2, 18, 7
NA, 8.1, 14.2, 0
NA, 8.2, 17.9, 0
NA, 9.4, 20.2, 0
NA, 8.5, 17.8, 0
NA, 7.5, 17.2, 0
NA, 11.3, 17.9, 2.8
NA, 11.6, 17.9, 3.2
NA, 10.1, 20, 1
NA, 11.1, 22.2, 0
NA, 10.6, 17.5, 0
NA, 9.1, 17.5, 0
NA, 7.8, 22, 0
NA, 11.7, 17.2, 0
NA, 10, 21.2, 0
NA, 11.3, 19.7, 0
NA, 10.3, 21.4, 0.2
NA, 10.9, 21, 0
NA, 12.9, 21.5, 0
NA, 12.3, 22.2, 0
NA, 12.9, 27.8, 0
NA, 14.5, 19, 0
NA, 12.3, 20.5, 0
NA, 14.5, 19.9, 0
NA, 12.5, 25, 0
NA, 14.1, 27.2, 0
NA, 14.7, 26.1, 0
NA, 14.9, 31.1, 0
NA, 15.7, 32.6, 0
NA, 19.1, 28.7, 0
NA, 13.6, 16.7, 1.2
NA, 11.5, 19.6, 6.2
NA, 10.6, 19.9, 0
NA, 14, 21.8, 0
NA, 15.6, 24.6, 0
NA, 11.1, 18.5, 5.4
NA, 10.4, 24.4, 0
NA, 15.4, 26.9, 0
NA, 13.1, 21.4, 0
NA, 12, 20.4, 0
NA, 12.6, 22.6, 0
NA, 15.9, 21.7, 0
NA, 9.4, 15, 7.4
NA, 7.3, 17.1, 4.2
NA, 10.4, 19.9, 6.6
NA, 11.8, 22.2, 7.2
NA, 16, 21.4, 1
NA, 14, 20.4, 23.2
NA, 13.5, 22, 0.8
NA, 16.1, 20.4, 0.2
NA, 15.5, 18.3, 11
NA, 14.2, 20.1, 55.8
NA, 13.5, 20.8, 0
NA, 14.1, 21.8, 0
NA, 17, 22.3, 8.6
NA, 15.2, 18.6, 121.2
NA, 14.4, 21.3, 25.8
NA, 13.7, 23.4, 0
NA, 14.8, 31.2, 0
NA, 16.5, 21.1, 0.4
NA, 16, 22.3, 0
NA, 13.6, 22.7, 0
NA, 14.3, 23.7, 0
NA, 17.2, 27.9, 0
NA, 21.7, 34.7, 0
NA, 15.8, 20.6, 7
NA, 15.1, 22, 0.4
NA, 14.8, 22.1, 0
NA, 15.3, 22.5, 4
NA, 15.3, 22.9, 0
NA, 16.4, 24, 0
NA, 16.3, 23.2, 7.2
NA, 14.8, 16.5, 57.2
NA, 14.3, 18.4, 91
NA, 11.5, 32.6, 6.8
NA, 16.2, 22.2, 0
NA, 18.2, 24.4, 0
NA, 18.7, 25.1, 0
NA, 19.6, 24.5, 1.4
NA, 19.1, 23.7, 0
NA, 17.4, 24.5, 0
NA, 18.9, 27.7, 0.4
NA, 16.2, 25.8, 12.6
NA, 14.7, 22.1, 0
NA, 13.4, 24.2, 0
NA, 19.1, 30.7, 0
NA, 14.6, 22.7, 0
NA, 14.5, 25.7, 0
NA, 14.7, 23.1, 0
NA, 16.3, 22.5, 0
NA, 16.6, 26.2, 0
NA, 18.3, 32.2, 0
NA, 20.1, 28.3, 0
NA, 16.9, 22.6, 0.4
NA, 14.3, 22.2, 0.6
NA, 12.4, 20.4, 0
NA, 16, 24, 0.8
NA, 18.5, 30.1, 0
NA, 17.4, 22.9, 0
NA, 18, 23, 0.2
NA, 18.6, 23.7, 0
NA, 19.2, 28.3, 0.2
NA, 21.8, 27.5, 1.4
NA, 19.4, 22.3, 0.2
NA, 17.2, 24.6, 0
NA, 17.4, 25.4, 0
NA, 17.2, 25.6, 0
NA, 17.8, 26.4, 0
NA, 21.1, 25.6, 0
NA, 20.5, 29.2, 0
NA, 17.6, 21.7, 0.8
NA, 17, 25.2, 0
NA, 16.4, 18.7, 28.2
NA, 14.8, 21.7, 18
NA, 13.8, 23.2, 0
NA, 17.6, 23, 0
NA, 16.7, 21.9, 4.6
NA, 17.3, 24.6, 0
NA, 20.3, 27.5, 0
NA, 22.5, 24.2, 0.6
NA, 17.2, 21.7, 28.2
NA, 17.4, 24.6, 0.2
NA, 20.2, 24.6, 0
NA, 18, 26, 0
NA, 20.7, 24.9, 7
NA, 19.1, 25.3, 1.8
NA, 19.6, 25, 0
NA, 18.9, 25, 1.2
NA, 17.9, 25.7, 0
NA, 18.3, 27, 0
NA, 20.7, 29.3, 0
NA, 20, 28.8, 9.2
NA, 21.7, 28.8, 0
NA, 22.7, 28.1, 0
NA, 21.6, 27.7, 0
NA, 20.8, 27.3, 0
NA, 19.5, 27.4, 0
NA, 21.8, 27.8, 0
NA, 20.5, 26.5, 0
NA, 19.6, 21.8, 191
NA, 18.7, 25.5, 21.4
NA, 18.8, 26.1, 0
NA, 20, 29.9, 0
NA, 23.1, 35.2, 0
NA, 20.6, 27.2, 8.4
NA, 21.3, 26, 0
NA, 19.5, 25.9, 27.2
NA, 15.2, 23.7, 4.6
NA, 17.1, 24.7, 0
NA, 16.3, 25.8, 0
NA, 18.1, 26.2, 0
NA, 18.5, 26.7, 0
NA, 20.2, 27.5, 1.4
NA, 21.6, 28.8, 0
NA, 19.4, 22.8, 1.6
NA, 18.1, 25.2, 3
NA, 16.1, 26.2, 0
NA, 19.9, 25.1, 0
NA, 20.1, 27.3, 0
NA, 21.7, 32.9, 0
NA, 20.5, 22.3, 2
NA, 13.4, 23.1, 12.2
NA, 15.3, 24, 0
NA, 17.4, 23.4, 0
NA, 18.4, 24.5, 0
NA, 18.6, 25.4, 0.2
NA, 17.8, 21.7, 3.4
NA, 17.2, 22.5, 59.8
NA, 18.3, 23, 6.2
NA, 17.7, 23.5, 8.2
NA, 17.5, 24.2, 4
NA, 15, 25.1, 0
NA, 18.1, 33.6, 0
NA, 18.6, 23.3, 0.6
NA, 18.7, 25.2, 0
NA, 19.8, 27.8, 0
NA, 21.2, 27.2, 0
NA, 20.8, 26.2, 0
NA, 21.6, 24, 0.8
NA, 18.2, 28, 0
