Base_period_dates, Base_period_tmin, Base_period_tmax, Base_period_prec
NA, 17, 21.2, 1.4
NA, 16.1, 19.9, 33.4
NA, 16.1, 23.9, 4.8
NA, 16.6, 24.9, 6
NA, 17.5, 26.5, 0
NA, 17.9, 25.9, 0
NA, 19.6, 24.3, 0
NA, 18.5, 30, 0
NA, 18.8, 27.2, 0.2
NA, 14.2, 23.3, 0
NA, 15.3, 24.1, 0
NA, 16, 23.4, 0
NA, 14, 23.5, 0
NA, 15.2, 22.6, 2.6
NA, 14.9, 23.6, 0
NA, 16, 22.8, 0.2
NA, 18, 25.8, 0
NA, 16.4, 26.1, 0
NA, 16.6, 26, 0
NA, 17.5, 25.9, 0
NA, 16.2, 25.2, 2.6
NA, 18.1, 29.2, 0
NA, 18.4, 27, 0.4
NA, 15.2, 27.4, 0
NA, 14.8, 27.9, 0
NA, 15.8, 26.3, 0
NA, 15.5, 25.7, 0
NA, 14.4, 25.7, 0
NA, 15.8, 23.8, 4
NA, 19, 29, 0.2
NA, 17.3, 25.2, 1.2
NA, 13, 21.3, 0
NA, 14.1, 20.1, 0
NA, 11.8, 19.8, 0.2
NA, 10.7, 20.8, 8.8
NA, 13.8, 21.3, 28.2
NA, 14, 24, 0
NA, 12.5, 23.2, 0
NA, 13.4, 23, 0
NA, 11.6, 19.3, 0
NA, 12.2, 18.2, 0
NA, 10.5, 22.6, 0
NA, 9.6, 22.5, 0
NA, 10.9, 24.8, 0
NA, 12.6, 23, 0
NA, 13.8, 23, 0
NA, 14.3, 22.6, 0
NA, 14.9, 27.3, 0
NA, 14.8, 27.5, 0
NA, 14.8, 29.2, 0
NA, 16.5, 19.7, 0
NA, 12.5, 20.7, 0.8
NA, 12.6, 21.8, 0
NA, 15.8, 21.8, 17.2
NA, 16.4, 21.3, 15.4
NA, 18, 22.3, 15.8
NA, 17, 21, 23
NA, 17, 21, 27.4
NA, 17, 20.3, 16.8
NA, 16, 23.7, 0
NA, 16.7, 18.8, 1.8
NA, 13.8, 20.8, 0
NA, 13.2, 25.4, 0
NA, 14.5, 27.8, 0
NA, 15.8, 23.6, 0
NA, 16.3, 19.4, 0
NA, 11.3, 17.7, 27.4
NA, 11, 21.3, 16.4
NA, 11.9, 19.8, 1.2
NA, 12.5, 18, 4.2
NA, 11.8, 18.6, 8.4
NA, 12.7, 20.9, 1.4
NA, 13.4, 18.2, 1.2
NA, 10.1, 18.9, 0.2
NA, 8.6, 19.4, 0
NA, 10.8, 22, 0
NA, 10.4, 21.8, 0
NA, 10.8, 19.6, 0
NA, 11, 21, 0
NA, 9.5, 19.7, 0
NA, 10.2, 20.8, 0
NA, 10.2, 20.6, 0
NA, 9.7, 22, 0
NA, 9.6, 22.1, 0
NA, 10.1, 23.6, 0
NA, 11.6, 17.8, 0
NA, 12.8, 22.1, 2.6
NA, 14.3, 20.7, 0
NA, 13.2, 19.3, 0
NA, 10.1, 20.6, 0
NA, 9.6, 19.3, 0
NA, 8.5, 18.3, 0
NA, 6.8, 17.5, 0
NA, 8.2, 15.5, 0.2
NA, 9.6, 15.1, 43.6
NA, 9.8, 13.6, 21.2
NA, 10.3, 14.5, 25.6
NA, 10.5, 16, 32.8
NA, 9.5, 17.5, 5.8
NA, 10.3, 17, 0
NA, 12.1, 18.7, 21.4
NA, 10.6, 19.7, 7.2
NA, 9.9, 20.1, 0
NA, 10.2, 21.7, 0
NA, 10, 19.3, 0
NA, 9.5, 19, 0
NA, 10.2, 18.5, 5.4
NA, 13.5, 19.5, 0.6
NA, 9.5, 14.7, 0
NA, 10.5, 17.3, 0
NA, 10.3, 16.9, 0
NA, 8.8, 18.5, 0
NA, 7.6, NA, 0
NA, NA, 18.4, 0
NA, 8.7, 16.3, 0
NA, 8.2, 19.3, 0
NA, 8.5, 16.3, 0
NA, 6.4, 17.4, 0
NA, 8.1, 17.7, 0
NA, 9.9, 19.9, 9.6
NA, 10.2, 17.7, 0
NA, 8.4, 15, 0
NA, 5.6, 16, 0
NA, 6.2, 14.5, 0
NA, 7.2, 15.8, 0
NA, 5.2, 15.9, 0
NA, 7.5, 14.9, 0
NA, 8.1, 16.2, 0
NA, 7.6, 15.2, 0
NA, 6.4, 15, 0
NA, 5.5, 14.7, 0
NA, 6.5, 17.5, 0
NA, 8.9, 21.6, 0
NA, 11.6, 18.4, 1.4
NA, 10.5, 15.5, 0
NA, 8.5, 18.4, 0
NA, 8.8, 18.4, 0
NA, 13.2, 20.1, 0
NA, 8.9, 18.4, 0
NA, 9.7, 17.2, 0
NA, 10.6, 17, 0.8
NA, 11.6, 14.8, 39.6
NA, 10.5, 20.2, 3.4
NA, 8.2, 19.3, 0
NA, 9.4, 19.3, 0
NA, 11.5, 22.1, 0
NA, 12, 20.3, 0
NA, 12.2, 21.3, 0
NA, 14.6, 20.9, 0
NA, 12.5, 19.7, 0
NA, 7.3, 20.1, 0
NA, 11.3, 18.7, 0
NA, 9, 13.5, 0
NA, 5, 16.1, 0
NA, 7.5, 17.9, 0
NA, 7.4, 20.6, 0
NA, 7.8, 23.7, 0
NA, 9.6, 21.5, 0
NA, 12.1, 25.3, 0
NA, 14.3, 17.1, 0
NA, 12.8, 20.5, 0.4
NA, 7.7, 20.7, 0
NA, 7.7, 19.5, 0
NA, 8.2, 10.4, 0
NA, 5.5, 16.8, 6.2
NA, 6.2, 17.4, 0
NA, 7.5, 15.8, 0
NA, 9, 16.3, 1
NA, 7, 18.3, 0
NA, 7.4, 21, 0
NA, 10, 19.9, 0
NA, 11.9, 18.4, 0.2
NA, 13.2, 24, 0
NA, 12.6, 16.3, 0
NA, 12, 16.1, 11
NA, 12, 15.9, 127.4
NA, 11.7, 16.9, 25.8
NA, 10.1, 19.9, 0.2
NA, 10.6, 18.5, 0
NA, 9.3, 19.9, 0
NA, 10.8, 21.8, 0
NA, 11.5, 20.1, 0
NA, 8.6, 19.9, 0
NA, 14.4, 22.3, 0
NA, 10.3, 20.4, 0
NA, 12.7, 19.8, 0
NA, 9, 17.7, 0
NA, 12.9, 22.6, 0.8
NA, 10.1, 17.2, 0.4
NA, 12, 21.5, 0
NA, 12.2, 24.3, 0
NA, 14.2, 29.9, 0
NA, 19.9, 28, 0
NA, 15, 24.3, 0
NA, 16, 29.6, 0
NA, NA, NA, 0.6
NA, 9.2, 16.2, 10.4
NA, 8.2, 19, 0
NA, 9.2, 24, 0
NA, 13.5, 30.5, 0
NA, 13.9, 22.1, 0
NA, 11.5, 23.3, 0
NA, 13.5, 19.5, 0
NA, 15.2, 17.1, 0
NA, 13, 21.1, 69.4
NA, 14.3, 22.1, 14.2
NA, 12.9, 19.3, 0.2
NA, 10, NA, 0
NA, 12.7, NA, 0
NA, 12.2, 22.9, 0
NA, NA, NA, 0
NA, 17.2, 19.7, 3.4
NA, 13.3, 17.7, 1.6
NA, 13.3, 18.8, 0
NA, 11.3, 24.4, 0
NA, 17.3, 29.6, 0
NA, 19.4, 33.1, 0
NA, 15.6, 22.5, 2.4
NA, 12.7, 21.8, 0
NA, 12.4, 21.1, 0
NA, 13.7, 22.6, 0
NA, 15.4, 24.9, 0
NA, NA, NA, 0.8
NA, 15.9, 23.1, 5
NA, 17, 27.1, 0.2
NA, 11.1, 16.5, 2.2
NA, 9.2, 18.6, 0.2
NA, 9.8, NA, 0
NA, NA, NA, 0
NA, NA, NA, 0
NA, 14.2, NA, 0
NA, 15.3, 18.5, 0
NA, 14.7, 18.9, 6
NA, 14.9, 22.5, 1.6
NA, 15.7, 22.5, 0
NA, 15, 22.7, 0
NA, 15.4, 19.4, 0
NA, 15.3, 20.7, 0
NA, 14.5, 22.2, 0.6
NA, 15.6, 23.2, 0
NA, 16.8, 23.4, 0
NA, 11.9, 15.4, 30.4
NA, 11.7, 18.7, 9.2
NA, 12, 17.3, 0
NA, 13.7, 21.3, 8.6
NA, 14.1, 26.1, 0
NA, 11.1, 21.5, 0.4
NA, 9.8, 19.3, 0
NA, 13.6, 25.4, 0
NA, 16.9, 34.5, 0
NA, 23.9, 33.5, 0
NA, 17, 25.6, 0
NA, 16.5, 22, 0
NA, 18.8, 29.2, 0.6
NA, 16.4, 22.3, 7
NA, 12.2, 18.7, 7.8
NA, 13.7, 22.6, 0
NA, 14.9, 19.3, 0
NA, 10.5, 16.1, 7.4
NA, 10.9, 19.3, 30.4
NA, 11.1, 19.6, 1.2
NA, 13, 26.4, 0
NA, 18.8, 34.2, 0
NA, 17.4, 22.6, 0
NA, 18.6, 22.4, 0
NA, 16.1, 30.4, 0
NA, 16.4, 28.7, 0
NA, 15.6, 28.2, 0
NA, 20.8, 33.2, 0
NA, 17.1, 22.5, 0
NA, 18.2, 24.6, 0
NA, 18, 24.3, 0
NA, 18.6, 27.1, 0
NA, 19.8, 25.6, 11.6
NA, 15.9, 20.2, 8.6
NA, 14.1, 30.2, 0
NA, 15, 22.8, 0
NA, 18.5, 23, 0.2
NA, 17.1, 20.4, 0
NA, 13.2, 20.3, 0
NA, 13.4, 21.8, 0
NA, 13.2, 23.4, 0
NA, 16.9, 26.9, 0
NA, 17.3, 19, 9.4
NA, 16.9, 21.7, 7.8
NA, 16.8, 22.8, 0
NA, 16.2, 21.6, 0
NA, 15.5, 23.2, 0
NA, 16.7, 26.1, 0
NA, 21.1, 25.9, 0
NA, 17.9, 29.5, 1
NA, 20.1, 26.8, 0
NA, 18.9, 28.6, 0
NA, 17.8, 22.2, 0
NA, 18.3, 23.6, 0
NA, 18.7, 24.2, 0
NA, 17.8, 20.4, 0
NA, 16.1, 24.9, 1.4
NA, 17.1, 23, 0
NA, 14, 23.4, 0
NA, 16.3, 23.6, 0
NA, 16, 24.5, 0
NA, 16.5, 26.1, 0
NA, 19.1, 28.4, 0
NA, 21.3, 26.1, 0
NA, 13.9, 21.3, 7.4
NA, 16.2, 23.9, 0
NA, 17.2, 23.6, 0
NA, 17.1, 23.5, 0.4
NA, 13.8, 20.4, 4.2
NA, 15.6, 21.9, 2.2
NA, 14.3, 23, 0
NA, 16.2, 25.6, 0
NA, 19.3, 25.8, 0
NA, 17.5, 22.4, 0.8
NA, 17.6, 23.9, 0
NA, 16.2, 24.9, 0
NA, 17.5, 26.4, 0
NA, 18.5, 28, 0
NA, 18.9, 27.6, 0
NA, 18.9, 26.6, 0
NA, 18.3, 21, 0
NA, 18, 22, 3
NA, 19.5, 22.8, 13.2
NA, 19.1, 26.2, 8.6
NA, 21.4, 24.1, 0
NA, 19.9, 21.3, 49.6
NA, 19.1, 21.4, 76.2
NA, 18.8, 23.6, 20
NA, 19, 27.5, 0
NA, 19.5, 23.6, 0.6
NA, 17.9, 23.5, 0.4
NA, 17.7, 24.1, 0
NA, 16.6, 23.7, 0
NA, 18.9, 25.9, 0
NA, 22, 26.8, 0
NA, 20.6, 27.5, 0
NA, 21.9, 36, 0
NA, 26.1, 27.8, 0.4
NA, 19.6, 21.1, 18.8
NA, 18.3, 21.8, 76.8
NA, 19.1, 25.2, 27.6
NA, 20.7, 24.7, 2.8
NA, 19.8, 27.9, 0.2
NA, 20.9, 24.9, 0
NA, 21.4, 28, 4
NA, 21.7, 27.7, 0.4
NA, 21.9, 27.1, 0.6
NA, 19.4, 27.7, 0
NA, 22.1, 27.5, 0
NA, 20.2, 29.4, 0
NA, 23.2, 28.5, 0
NA, 22.9, 27, 0
NA, 20.6, 22.5, 3
NA, 19.6, 27.5, 1.4
NA, 20.4, 25, 0
NA, 18.6, 25.9, 0
NA, 18.2, 27.4, 0
NA, 20.4, 27.3, 0
NA, 20.8, 28.8, 1
NA, 21, 27.8, 0
NA, 18.8, 24.3, 0.2
NA, 18.4, 23.5, 10.2
NA, 19.4, 25.7, 1.2
NA, 19.8, 26.4, 0
NA, 18.7, 21.4, 2.4
NA, 16.4, 25, 0.2
NA, 16.9, 26, 0
NA, 17.6, 26.9, 0
NA, 19.8, 23.1, 0
NA, 17.8, 26.4, 0
NA, 16.9, 25.9, 0
NA, 18.5, 26.2, 0
NA, 19.6, 25.9, 0.4
NA, 18.1, 26.1, 0
NA, 18.4, 32, 0
NA, 20, 27.3, 0
NA, 16.9, 24.5, 0
NA, 15.8, 24, 0
NA, 15.7, 24.8, 0
NA, 14.6, 23.4, 5.8
NA, 15.5, 23.8, 0.2
NA, 16, 25.3, 0
NA, 17.2, 26.6, 0
NA, 19, 31.8, 0
NA, 19.4, 24.6, 0.4
NA, 18.1, 23.4, 1.2
NA, 15.9, 21.8, 0
NA, 12.7, 21.6, 2.6
NA, 14.4, 27.9, 0
NA, 15.8, 27, 0
NA, 16.7, 28.4, 0
NA, 16.6, 29.1, 0
NA, 16.1, 29, 0
NA, 16.2, 18.3, 0
NA, 9.7, 20.1, 0
NA, 10.7, 22.9, 0.4
NA, 13, 23.6, 0
NA, 16.6, 22.5, 0
NA, 15.2, 23.2, 0
NA, 14.9, 23.8, 0
NA, 13.6, 29.4, 0
NA, 17.8, 23.1, 0.2
NA, 15.7, 23.4, 0.4
NA, 15.2, 25.5, 0
NA, 15.4, 26.6, 0
NA, 16, 21.6, 0
NA, 13.5, 22.9, 0
NA, 15.5, 23.5, 0
NA, 14.5, 24, 0
NA, 16.6, 26.6, 0
NA, 16.9, 26.8, 0
NA, 15.5, 18.6, 0.6
NA, 13.2, 22.5, 1
NA, 14.7, 23.5, 0
NA, 13.4, 26.4, 0
NA, 14.3, 26.4, 0
NA, 14.2, 24.1, 0
NA, 15.6, 24.1, 0
NA, 15.6, 24.2, 0
NA, 15.6, 23.8, 0
NA, 16.8, 24.1, 0
NA, 17, 25.4, 0
NA, 16.2, 23.6, 7.6
NA, 17.3, 24.4, 0
NA, 10.6, 17.9, 4.4
NA, 8.9, 17.2, 0.2
NA, 10.6, 15.8, 15.2
NA, 11.9, 16.1, 68
NA, 13.2, 17.1, 17
NA, 11.2, 19.2, 0
NA, 9.4, 19.7, 0
NA, 11.5, 19.4, 0
NA, 12.8, 18.2, 4
NA, 13.4, 24, 27.6
NA, 14.1, 21.8, 0
NA, 14.1, 14.8, 18.6
NA, 11.9, 19.7, 17.6
NA, 13.3, 19.2, 6.8
NA, 12.6, 17.1, 0
NA, 13.7, 15.9, 0.2
NA, 11.1, 17.9, 4
NA, 10.4, 20.8, 1.2
NA, 10.3, 20.9, 0
NA, 11.8, 22.8, 1.4
NA, 13.8, 23.6, 0
NA, 14.3, 21.8, 0
NA, 11.9, 16.9, 0
NA, 7.2, 16, 0
NA, 8.9, 16, 0
NA, 8.1, 19.6, 0
NA, 8.4, 17.7, 0
NA, 8.8, 20.4, 0
NA, 10.6, 22.4, 0
NA, 11.8, 25.1, 0
NA, 13.6, 20, 0
NA, 8.5, 18.3, 0
NA, 7.7, 19.3, 0
NA, 7.4, 19.3, 0
NA, 7.9, 17.8, 0
NA, 7.1, 19.6, 0
NA, 8.8, 18.7, 0
NA, 11.4, 18.1, 0
NA, 6, 13.7, 3
NA, 7.2, 13.9, 7.6
NA, 9.2, 15.2, 2.8
NA, 8.7, 15.2, 5
NA, 8.7, 16.2, 12
NA, 9.8, 18.1, 2.2
NA, 8.6, 18.3, 0.6
NA, 8.7, 17.3, 0
NA, 8.1, 19.6, 0
NA, 7.8, 19.6, 0
NA, 8.2, 15.6, 0
NA, 8.5, 15.5, 15.6
NA, 10.4, 18.6, 23.6
NA, 7.9, 18.6, 0
NA, 8.8, 16.3, 6
NA, 9.2, 17.2, 21.4
NA, 9.7, 15.6, 17.4
NA, 8, 15.9, 25
NA, 9.1, 15, 13.4
NA, 8.8, 14.3, 0.4
NA, 8.5, 14.6, 32.2
NA, 9.6, 16.8, 38.8
NA, 10, 18.6, 4.6
NA, 9.8, 19.8, 0
NA, 12.8, 16.2, 0
NA, 6.6, 13.7, 0
NA, 8.1, 13.4, 0
NA, 7.3, 16, 0
NA, 8.5, 13.3, 0
NA, 8.7, 17.3, 46
NA, 7, 17.8, 0.4
NA, 8.4, 16.4, 0
NA, 7.5, 16, 0
NA, 5.8, 16, 0
NA, 6, 17.1, 0
NA, 6.2, 16.6, 0
NA, 6, 17.3, 0
NA, 6.6, 17.6, 0
NA, 9, 15.5, 0
NA, 10.8, 17.7, 0.8
NA, 10, 19.8, 0
NA, 10.9, 18.3, 0
NA, 12.1, 20.5, 1.2
NA, 9.1, 18.4, 0
NA, 8.9, 16.7, 0
NA, 6.7, 17.5, 0
NA, 6.3, 17.5, 0
NA, 6.8, 15.8, 0
NA, 7.6, 15.8, 0
NA, 7, 17.1, 0
NA, 8.6, 13.7, 15.2
NA, 8.5, 16.8, 3.8
NA, 7, 17.5, 0
NA, 9.8, 19.6, 0.8
NA, 10.8, 18.6, 0
NA, 7.4, 17.5, 0
NA, 6.4, 17.3, 0
NA, 6.1, 19.5, 0
NA, 10.2, 18.7, 0
NA, 7.7, 21.1, 0
NA, 8.5, 19.2, 0
NA, 7.7, 20.3, 0
NA, 7.4, 23.8, 0
NA, 12.6, 25.9, 0
NA, 10.7, 19.3, 0
NA, 7.5, 18.3, 0
NA, 9.7, 16.1, 1
NA, 10.5, 17.5, 6.4
NA, 8, 19.7, 0
NA, 10.8, 23, 0
NA, 8.5, 13.9, 0
NA, 7.4, 17.2, 0
NA, 7.7, 17.6, 0
NA, 8.5, 18.9, 0
NA, 8.1, 18.6, 0
NA, 9.8, 20.3, 0
NA, 10.6, 19.7, 0
NA, 11.4, 22.9, 0
NA, 11.9, 18.2, 5
NA, 14.9, 20.7, 11
NA, 13.5, 21.9, 4.6
NA, 12.2, 22.7, 0
NA, 10.8, 19.3, 5.8
NA, 11.3, 16.7, 0
NA, 10.7, 19.2, 5.6
NA, 13, 21.2, 0
NA, 12.1, 21.3, 0
NA, 11, 18.4, 0
NA, 10.1, 18.8, 0
NA, 12.2, 19.3, 0.2
NA, 9.1, 18.8, 0
NA, 10.7, 20.2, 0
NA, 14.5, 27, 0.4
NA, 12.6, 21.4, 0
NA, 12.2, 15.9, 8.2
NA, 9.9, 16.3, 0.6
NA, 12.5, 17.9, 2.2
NA, 13.4, 23.5, 3.6
NA, 13, 16.2, 5.2
NA, 12.2, 17.9, 5
NA, 9.3, 14.5, 0
NA, 10, 14.2, 16.5
NA, 9.3, 17.4, 40.2
NA, 10, 21.3, 1.2
NA, 12.3, 23.8, 2
NA, 12.5, 19.4, 0
NA, 9.7, 18.3, 1.2
NA, 8.9, 21.1, 0
NA, 10.6, 22.1, 0
NA, 14.3, 31.5, 0
NA, 17.9, 27.1, 0.2
NA, 9.4, 17.5, 0
NA, 10.5, 19.2, 0
NA, 13.8, 17.2, 0
NA, 13.8, 18.9, 3.2
NA, 13.3, 22.9, 38.6
NA, 14.7, 21.8, 0
NA, 12.4, 26.2, 0
NA, 15.9, 35, 0
NA, 19.5, 29.4, 0
NA, 13.9, 22.1, 0
NA, 10.1, 22, 0
NA, 15.8, 20.3, 0
NA, 13.1, 23.8, 0
NA, 15.2, 21.6, 0
NA, 13.6, 18, 0
NA, 9.9, 18.4, 0
NA, 11, 18.9, 0
NA, 10.3, 19, 1.4
NA, 12.5, 21.1, 1.8
NA, 12.4, 21.8, 0
NA, 14.2, 23.9, 0
NA, 15.4, 24.4, 0
NA, 16.8, 25.1, 0
NA, 19, 27.9, 0
NA, 17.2, 20.8, 2.4
NA, 16.9, 22.2, 0
NA, 16.9, 24.3, 1.4
NA, 18.6, 26.6, 0
NA, 18.5, 28.4, 0.2
NA, 15.3, 25.6, 0
NA, 17, 21.7, 0
NA, 17, 20.9, 0
NA, 16, 21.6, 10.2
NA, 14.7, 22.9, 0.4
NA, 14.8, 28.1, 0
NA, 17.7, 20, 0
NA, 13.8, 20.5, 0.2
NA, 16.1, 24.2, 0
NA, 19.3, 33, 4.4
NA, 18.1, 23.7, 0
NA, 17.9, 25, 4.4
NA, 19.5, 35.1, 0
NA, 17, 23.1, 6.6
NA, 16.9, 27.7, 0.4
NA, 17.7, 23.4, 0
NA, 16.8, 26.6, 0
NA, 14, 25.4, 0
NA, 17.1, 24.3, 0
NA, 18.5, 22.4, 0
NA, 17.4, 23.7, 1
NA, 18.2, 27.5, 0
NA, 19.8, 26.4, 0
NA, 18.1, 26.9, 0
NA, 20.3, 32.5, 0
NA, 22.8, 31.8, 0
NA, 21, 24.5, 1.4
NA, 18, 25.8, 0
NA, 20, 23.1, 0.2
NA, 17.4, 26.5, 0
NA, 18.6, 37.9, 0
NA, 19.8, 22.7, 0
NA, 19.1, 24.2, 0
NA, 19.5, 24.6, 0
NA, 19.7, 25.1, 0
NA, 20.8, 24.6, 0
NA, 19.3, 23.9, 0
NA, 21, 24.3, 0
NA, 17.3, 23.7, 9.4
NA, 17.5, 24.1, 0.8
NA, 17.4, 26.5, 0
NA, 19.4, 29.2, 0
NA, 21.2, 31.4, 0
NA, 19.6, 26.6, 0
NA, 18.1, 27.2, 0
NA, 18.6, 32.6, 0
NA, 20.1, 27.2, 0
NA, 21.2, 30.1, 6.4
NA, 19.4, 25.6, 12.4
NA, 20.2, 33, 0
NA, 24.7, 31.7, 0
NA, 20.7, 25.6, 0
NA, 21.1, 27.3, 0
NA, 21.8, 25.8, 0
NA, 22, 28.2, 0
NA, 18.9, 21.3, 0.4
NA, 19.1, 22.4, 0
NA, 17, 26.2, 0
NA, 19.8, 25.7, 0
NA, 20.6, 26.8, 0
NA, 20.8, 28.3, 0
NA, 20.8, 29.4, 0
NA, 21.6, 31.3, 0
NA, 18.5, 23.7, 6
NA, 20.4, 25.2, 0.2
NA, 17.9, 23.9, 9.8
NA, 18, 24.5, 0.2
NA, 20.6, 25.8, 0
NA, 19.2, 25, 3.4
NA, 20.5, 24.7, 2.2
NA, 21.5, 26.8, 0
NA, 21, 26.8, 0
NA, 20.9, 27.5, 0
NA, 21.5, 29.3, 0
NA, 22.3, 35, 0.4
NA, 19.3, 24.4, 0
NA, 21, 25.8, 0
NA, 20.7, 29.9, 0
NA, 18.9, 24.2, 4.6
NA, 20.3, 28.7, 8.6
NA, 20.3, 25.2, 4.8
NA, 19.4, 26.9, 0
NA, 22.1, 32.3, 0
NA, 21.1, 28.4, 0
NA, 19.6, 25.2, 44.4
NA, 18, 29, 14.4
NA, 19, 27.2, 0
NA, 19.5, 36.5, 0
NA, 19.8, 26.8, 0
NA, 21.5, 29.4, 0
NA, 21.5, 27.6, 0
NA, 22.3, 29, 0
NA, 22, 28.7, 0.4
NA, 23, 33.9, 0
NA, 22.5, 29.2, 0
NA, 23.4, 28.9, 0
NA, 24.3, 29.8, 0.4
NA, 22.5, 28.8, 0
NA, 23.1, 28.3, 8
NA, 20, 24.8, 2.4
NA, 18.4, 23.5, 0.8
NA, 19.7, 29.1, 2.2
NA, 21.3, 31.9, 0
NA, 22.1, 27.9, 0
NA, 21.7, 28.3, 0
NA, 23.1, 30.8, 0
NA, 21.3, 32.5, 7.4
NA, 15.8, 23.3, 0.4
NA, 14.9, 26.3, 0
NA, 17.7, 30.8, 0
NA, 21.2, 34.8, 0
NA, 21.2, 26.1, 0
NA, 19.3, 34.4, 0
NA, 20.7, 24, 0
NA, 20, 25.5, 0.4
NA, 19, 29.3, 0
NA, 22, 30.1, 0
NA, 21.9, 38.2, 0
NA, 18.9, 23.7, 8.6
NA, 18.9, 24.8, 0.6
NA, 18.7, 26.9, 0
NA, 20.4, 28.3, 0
NA, 20.9, 31, 0
NA, 22.2, 31.6, 1.4
NA, 18.3, 29.1, 0.4
NA, 18, 22.9, 0
NA, 15, 22.7, 9.2
NA, 14.9, 25.3, 0
NA, 16.7, 26.4, 0
NA, 16.4, 25.7, 0
NA, 18.8, 27.2, 0
NA, 20, 29.1, 0
NA, 21.8, 28.6, 0
NA, 19.5, 21.3, 9
NA, 18.8, 26.1, 2.8
NA, 19.7, 26.1, 0.4
NA, 19.7, 26.5, 0
NA, 18.9, 26.2, 0
NA, 19, 27.4, 0
NA, 20.3, 35.6, 0
NA, 20.3, 28.1, 0
NA, 21.8, 31.3, 0
NA, 22, 25.9, 0
NA, 19.6, 21.4, 0
NA, 18.2, 23.9, 0
NA, 17.2, 24.8, 3.2
NA, 16.7, 31.3, 0
NA, 18.9, 24.5, 0
NA, 18.6, 24.8, 0
NA, 21.5, 32.6, 0
NA, 18.7, 22.9, 0
NA, 18.8, 23.5, 0
NA, 15.5, 29.3, 0
NA, 17.9, 25, 0
NA, 16.7, 26.9, 0
NA, 18.3, 26.3, 0
NA, 17.8, 26, 0
NA, 18.2, 27.9, 0
NA, 20.6, 22, 0
NA, 16.3, 18.3, 74.4
NA, 14.2, 22.2, 165.2
NA, 16, 24.1, 0.2
NA, 17.8, 26.3, 0
NA, 12.5, 21, 0
NA, 11.1, 22.5, 0
NA, 15.5, 19.8, 5
NA, 14.8, 25.5, 0.8
NA, 16.3, 22.6, 3.6
NA, 13.6, 22.8, 0
NA, 16.8, 22.8, 0
NA, 17.5, 26.3, 0.4
NA, 16.6, 18, 4.4
NA, 15.4, 19.5, 47.2
NA, 15.1, 21, 27.2
NA, 15.4, 26.2, 0
NA, 13, 20.3, 0
NA, 13.2, 22.7, 0
NA, 13.4, 22.2, 0
NA, 13.7, 23.8, 0
NA, 13.7, 24.8, 0
NA, 16, 19.3, 0
NA, 15.5, 18.5, 8
NA, 15.3, 16.9, 21.4
NA, 13.4, 18.4, 9
NA, 15.4, 18.3, 27.2
NA, 14.1, 24, 32.6
NA, 12.2, 23.3, 0
NA, 12.6, 18.4, 0
NA, 8.1, 18.2, 0
NA, 8.5, 20.1, 0
NA, 9.3, 21.6, 0
NA, 11.7, 20.7, 0
NA, 15.2, 18.8, 0.6
NA, 15.6, 20.1, 3.8
NA, 16, 18.7, 0.4
NA, 16.7, 19.4, 3
NA, 17.4, 20.7, 5.4
NA, 17.3, 19.7, 29.2
NA, 16.7, 19.3, 108.6
NA, 14.3, 20.9, 14.4
NA, 12.6, 20.1, 0.2
NA, 10.6, 21.6, 0
NA, 11.6, 19.6, 0
NA, 10, 18, 0
NA, 11.3, 18.8, 0
NA, 10.9, 18.8, 0
NA, 8.7, 21.1, 0
NA, 10.4, 22.7, 0
NA, 9.5, 23.1, 0
NA, 10, 22.9, 0
NA, 11.6, 20.9, 0
NA, 13.4, 23.3, 0
NA, 14.7, 18.1, 2.8
NA, 13.7, 17.5, 41
NA, 13.8, 19.3, 12.2
NA, 13.3, 19.6, 6.4
NA, 11, 22.3, 0
NA, 11.1, 16.5, 0.2
NA, 9.8, 16.4, 3.4
NA, 10.9, 15.6, 0
NA, 11.5, 17.1, 6.8
NA, 12.1, 18.2, 5.8
NA, 12.8, 22, 0
NA, 10.8, 18.2, 0
NA, 11.5, 19, 0
NA, 8.8, 17.1, 0
NA, 9.5, 17.1, 0
NA, 7.2, 14, 0.4
NA, 7.2, 18.2, 18.2
NA, 6.9, 17.5, 0
NA, 8.4, 17.9, 0
NA, 10, 18.4, 0
NA, 15.2, 17.5, 0.6
NA, 10.2, 13.4, 31.8
NA, 9.6, 14.6, 0.6
NA, 9.4, 14.5, 0.6
NA, 10.2, 15.8, 0
NA, 6.6, 17, 0
NA, 8.5, 18.6, 0
NA, 7.5, 19, 0
NA, 7.9, 15.5, 0
NA, 9.6, 13.8, 11.2
NA, 6.5, 16.9, 0
NA, 7.1, 14.9, 0
NA, 8.1, 15.7, 0
NA, 8.1, 20.9, 0
NA, 9.7, 21.9, 0
NA, 9.3, 15.5, 0
NA, 9.3, 18.3, 0
NA, 10.1, 13.7, 0
NA, 6.4, 13.6, 1.6
NA, 6.4, 16.6, 3
NA, 7.2, 16.9, 0
NA, 7.8, 16.6, 0
NA, 8.8, 14.8, 0.2
NA, 9.4, 16, 0
NA, 6.8, 17.3, 0
NA, 5, 17.4, 0
NA, 7.7, 13.6, 0.4
NA, 10.5, 17.4, 14.2
NA, 11.1, 15, 0
NA, 11.6, 19, 14
NA, 9, 17.8, 0.2
NA, 9.2, 16.7, 0
